iter	RMSE
134	0.01664806263
135	0.01661066377
136	0.01654992583
137	0.01649354918
138	0.01644484423
139	0.01639630615
140	0.01631088094
141	0.01625273424
142	0.01620286002
143	0.01617620662
144	0.01613883248
145	0.01608893404
146	0.01604821537
147	0.01599540561
148	0.01596719098
149	0.01593356458
150	0.01586044316
151	0.01580624314
152	0.01576843382
153	0.01572435959
154	0.01566186445
155	0.01559277131
156	0.0154892822
157	0.01543548811
158	0.01541200462
159	0.01534592792
160	0.01530098251
161	0.01521415482
162	0.01514489448
163	0.01510400827
164	0.0150674089
165	0.01502493821
166	0.01498230051
167	0.01494574324
168	0.01492916999
169	0.01487291625
170	0.01481491177
171	0.01472727078
172	0.01470294214
173	0.01464303777
174	0.01462500093
175	0.01457907549
176	0.01453775142
177	0.01445253755
178	0.0144338401
179	0.01441451503
180	0.01438552459
181	0.01435183024
182	0.01425256556
183	0.01420612526
184	0.0141605031
185	0.01413779289
186	0.01410879391
187	0.01402893325
188	0.01398002277
189	0.01393785779
190	0.0138877349
191	0.01383754933
192	0.01375118956
193	0.01371522136
194	0.01370226505
195	0.01368961845
196	0.0136397453
197	0.01362461376
198	0.01359295859
199	0.01356045185
200	0.01352389661
201	0.01346202318
202	0.01344316929
203	0.0134126016
204	0.0133634278
205	0.01330977737
206	0.01326807417
207	0.01318987625
208	0.01312566378
209	0.01308648464
210	0.01303316582
211	0.01300206268
212	0.01296525136
213	0.01293971529
214	0.01289802158
215	0.01286755794
216	0.012845773
217	0.01277414201
218	0.01272082189
219	0.0127173442
220	0.0126950747
221	0.01260305752
222	0.01258413167
223	0.01256888467
224	0.01254307554
225	0.01250507498
226	0.01245219169
227	0.01238525291
228	0.0123558753
229	0.01227723922
230	0.01225552346
231	0.01224052739
232	0.01215897832
233	0.01214119161
234	0.01211015033
235	0.01202999401
236	0.01198363703
237	0.01192925215
238	0.01186493293
239	0.01181836859
240	0.01178421988
241	0.01175474245
242	0.01173487526
243	0.01171133485
244	0.01169365217
245	0.01167756203
246	0.01166023902
247	0.01161186519
248	0.011592902
249	0.01155616663
250	0.01153575917
251	0.01152079767
252	0.0114731488
253	0.01145016986
254	0.01142286352
255	0.01136262038
256	0.01127660706
257	0.01120090626
258	0.01116679293
259	0.01113282479
260	0.01110469651
261	0.01107241652
262	0.01103025304
263	0.01101223239
264	0.01100192428
265	0.01096211166
266	0.01092994441
267	0.01089841953
268	0.01087533352
269	0.01083926164
270	0.01080147876
271	0.01078343709
272	0.010759649
273	0.01074175007
274	0.01072901498
275	0.01069946604
276	0.01066093536
277	0.01063873501
278	0.01061457895
279	0.01058712056
280	0.01055428355
281	0.01052773659
282	0.01049405467
283	0.01045975869
284	0.01042951977
285	0.01041131369
286	0.01038976453
287	0.0103755352
288	0.01035079482
289	0.01032405908
290	0.01031684904
291	0.01029909221
292	0.01028492917
293	0.01027465876
294	0.01022720513
295	0.01020734311
296	0.01018464542
297	0.01015724337
298	0.01011782277
299	0.01011074037
300	0.0100765462
301	0.010057907
302	0.01002088379
303	0.01000694541
304	0.009997654741
305	0.009971840479
306	0.009959267023
307	0.009933753174
308	0.009921675589
309	0.009891934685
310	0.009863963889
311	0.009847166784
312	0.009813115906
313	0.009805590539
314	0.009763353028
315	0.009745543717
316	0.009709150661
317	0.009692540054
318	0.009685676921
319	0.0096514515
320	0.009619752488
321	0.009587958079
322	0.009567387921
323	0.00955069336
324	0.00953951396
325	0.009515245597
326	0.009478062398
327	0.009450047363
328	0.009437339717
329	0.009422845557
330	0.009403758534
331	0.009394378148
332	0.009361260294
333	0.009336919965
334	0.009321105343
335	0.009296268243
336	0.009279502409
337	0.009266316582
338	0.009232267918
339	0.009216356359
340	0.009191539226
341	0.009154540207
342	0.009128027127
343	0.009115308527
344	0.009090489732
345	0.009082364453
346	0.009076286604
347	0.009063149998
348	0.009051140803
349	0.009040365362
350	0.00899625673
351	0.008979305083
352	0.008962436933
353	0.008930951004
354	0.008904761337
355	0.008884349173
356	0.008867695691
357	0.008864936963
358	0.008852954323
359	0.008835154172
360	0.008803225364
361	0.008781409193
362	0.008761442497
363	0.00873408808
364	0.008711405991
365	0.008696685711
366	0.008677508869
367	0.008647659537
368	0.008613146538
369	0.008604653072
370	0.008589548904
371	0.008578642229
372	0.008554311125
373	0.008533907211
374	0.0085116594
375	0.008499027173
376	0.008471698885
377	0.008442011107
378	0.008421239801
379	0.008391667905
380	0.008367201588
381	0.008333561981
382	0.008311514095
383	0.008295916186
384	0.008277439694
385	0.008236521537
386	0.008214179991
387	0.008181435418
388	0.008162110273
389	0.00814630812
390	0.008138324905
391	0.008128385923
392	0.008116569505
393	0.008109866706
394	0.008098561876
395	0.00808476101
396	0.008067512689
397	0.008033140692
398	0.008003744637
399	0.007987408267
400	0.007979271509
401	0.007962894325
402	0.007941993092
403	0.007928464308
404	0.00790840834
405	0.007900617316
406	0.007881729215
407	0.007835122528
408	0.007818426911
409	0.007794660294
410	0.007774471386
411	0.007760301268
412	0.007727740484
413	0.00770908894
414	0.007691695561
415	0.007688017444
416	0.00766244869
417	0.00764459336
418	0.007612062008
419	0.007583532994
420	0.007563891686
421	0.007529186142
422	0.00750998027
423	0.007495426469
424	0.007486831554
425	0.007467162495
426	0.007451050362
427	0.007433158329
428	0.007415429839
429	0.00739860281
430	0.00737682909
431	0.007355859444
432	0.00735401922
433	0.007316786194
434	0.0073078928
435	0.007282331301
436	0.007262541574
437	0.007246610277
438	0.007223344471
439	0.007211583987
440	0.007207953073
441	0.007175014457
442	0.007155290143
443	0.007146053313
444	0.007122920138
445	0.007098227377
446	0.007081592798
447	0.007058284072
448	0.007022070993
449	0.00700532279
450	0.006995964493
451	0.006976837764
452	0.00695991618
453	0.006944553163
454	0.00693446004
455	0.006929325201
456	0.006917169512
457	0.006899667581
458	0.006893760891
459	0.006870739187
460	0.006851164762
461	0.006836091254
462	0.006818375996
463	0.006801114996
464	0.006795270944
465	0.006778537625
466	0.00676755653
467	0.006756350225
468	0.006742712956
469	0.006723791905
470	0.006687562921
471	0.006671202418
472	0.006654990497
473	0.006638666777
474	0.006625578099
475	0.006616208459
476	0.006582337416
477	0.006560708776
478	0.006557247278
479	0.006534750857
480	0.006520244521
481	0.006512324668
482	0.006492866155
483	0.006478097496
484	0.00647406138
485	0.006469377492
486	0.00645503941
487	0.006434441429
488	0.00643150999
489	0.006420037748
490	0.006392227318
491	0.006370692578
492	0.006343431116
493	0.006327361863
494	0.006317344548
495	0.00630561342
496	0.006287998441
497	0.006269680595
498	0.006252308724
499	0.006250416706
500	0.006232678754
501	0.006211574074
502	0.006192465381
503	0.00618665408
504	0.00617675874
505	0.006172368175
506	0.006149482503
507	0.00614332035
508	0.006137107933
509	0.006110666314
510	0.00610152415
511	0.006093899934
512	0.006078761032
513	0.006060884309
514	0.006054827303
515	0.006050670505
516	0.006039390295
517	0.006028181108
518	0.006016345902
519	0.005998373886
520	0.005983397052
521	0.005952475445
522	0.005938208901
523	0.005920284308
524	0.005902166004
525	0.005877134022
526	0.005870624992
527	0.005860955197
528	0.005845931017
529	0.005833226088
530	0.005815450059
531	0.005802359158
532	0.005791883396
533	0.005766081617
534	0.005754280891
535	0.005746781009
536	0.005742765307
537	0.005733263862
538	0.005723873419
539	0.005712175525
540	0.005695938394
541	0.005690088266
542	0.005656520785
543	0.005644968157
544	0.005639222369
545	0.005631518997
546	0.005626189767
547	0.005622313197
548	0.005605286962
549	0.005593706135
550	0.005583749246
551	0.005578492261
552	0.005564947951
553	0.00555160142
554	0.005538187769
555	0.005518192607
556	0.005509463031
557	0.005508303011
558	0.005502627496
559	0.005490601264
560	0.005476274463
561	0.005463662877
562	0.005445421075
563	0.005431260388
564	0.005424516164
565	0.00540492961
566	0.00539410303
567	0.00538560728
568	0.0053765979
569	0.005372385899
570	0.005357051426
571	0.005342410936
572	0.005322740801
573	0.005305254087
574	0.005287044353
575	0.005282799623
576	0.005277672274
577	0.005262637816
578	0.005253615989
579	0.00523713508
580	0.005227060407
581	0.005212968209
582	0.00519781138
583	0.005186690987
584	0.005176009669
585	0.005160678698
586	0.005150554899
587	0.005145582423
588	0.005130495025
589	0.005122851824
590	0.005096731467
591	0.005091500722
592	0.005075193308
593	0.005049074465
594	0.005041173931
595	0.005029232933
596	0.005025110403
597	0.005017891958
598	0.00501401746
599	0.005004364707
600	0.004997365442
601	0.004986447369
602	0.004974447855
603	0.004965384606
604	0.004953956641
605	0.004942552594
606	0.004929588667
607	0.004928112493
608	0.004905675585
609	0.004898891776
610	0.004888123144
611	0.00488263503
612	0.004862748964
613	0.004858613691
614	0.004845280816
615	0.004839367156
616	0.004830610524
617	0.004824765546
618	0.004809119165
619	0.004803136005
620	0.004796229542
621	0.004787643187
622	0.004776734131
623	0.004769312026
624	0.004753063244
625	0.004740949138
626	0.004708573525
627	0.004703355661
628	0.004686633821
629	0.004674434099
630	0.004669934121
631	0.004652801009
632	0.004646546419
633	0.004635448078
634	0.004629562706
635	0.004619434746
636	0.004611259553
637	0.004599058165
638	0.004591948313
639	0.004583646611
640	0.004577391711
641	0.004566185312
642	0.004549017984
643	0.004546182313
644	0.00454368745
645	0.004526190802
646	0.004521814749
647	0.004518911384
648	0.004513228875
649	0.004510166205
650	0.0045026837
651	0.00449793602
652	0.004480831923
653	0.004477006673
654	0.004472054641
655	0.004448173068
656	0.004439874451
657	0.004437179081
658	0.004427315177
659	0.004411805871
660	0.004401021073
661	0.004388589817
662	0.004384712971
663	0.004374014204
664	0.004364391391
665	0.004361665251
666	0.004352742822
667	0.004346996467
668	0.004335403888
669	0.004327854358
670	0.004324672909
671	0.004309226752
672	0.00429729523
673	0.004288702998
674	0.004283531888
675	0.004268196141
676	0.004254916565
677	0.00424897735
678	0.004230882443
679	0.004226064287
680	0.004219886595
681	0.004216521618
682	0.004203836983
683	0.004188594521
684	0.004179003111
685	0.00417286179
686	0.004165449121
687	0.004154104657
688	0.00414582139
689	0.00413947645
690	0.0041370211
691	0.004125451576
692	0.004118490921
693	0.004111262214
694	0.004103777921
695	0.004099917405
696	0.00408536472
697	0.004079251465
698	0.004068902082
699	0.004062177877
700	0.004059551518
701	0.00404088535
702	0.004032784606
703	0.004029286184
704	0.004014368291
705	0.004009120437
706	0.004000174962
707	0.003988466058
708	0.003983364487
709	0.003972998283
710	0.003969517064
711	0.003962061543
712	0.003960367891
713	0.003946790659
714	0.003928323435
715	0.003923768364
716	0.003913297578
717	0.003904862538
718	0.003896131445
719	0.003894618746
720	0.003885022419
721	0.003875711295
722	0.0038613389
723	0.003853543934
724	0.003844199664
725	0.003836846059
726	0.003816446389
727	0.003804500313
728	0.003800418841
729	0.003793649717
730	0.003792708061
731	0.003783641041
732	0.003772449637
733	0.003768612185
734	0.003760538932
735	0.00374965087
736	0.003739345146
737	0.003737832949
738	0.003735021125
739	0.003725182261
740	0.003720008522
741	0.003710419318
742	0.003704767685
743	0.003684931863
744	0.003678518873
745	0.003671284838
746	0.003650692847
747	0.003646088841
748	0.003630849478
749	0.003621836161
750	0.003611933839
751	0.003603539412
752	0.003602273931
753	0.003597676326
754	0.003592861531
755	0.003583160399
756	0.003571621562
757	0.003559856509
758	0.003554763294
759	0.003545461567
760	0.003539867014
761	0.003529735412
762	0.003527802998
763	0.003521233811
764	0.003516875245
765	0.003506686283
766	0.003501484878
767	0.003492676623
768	0.003486057237
769	0.003475059738
770	0.003471290602
771	0.003466018865
772	0.003462949964
773	0.003459453757
774	0.003446877367
775	0.003442788631
776	0.003439162539
777	0.003433611879
778	0.003428920666
779	0.003427472119
780	0.00342218513
781	0.003414971787
782	0.003411604081
783	0.003405103263
784	0.003399337222
785	0.003395356332
786	0.003392390167
787	0.003386732586
788	0.003376239709
789	0.003364166709
790	0.003355876316
791	0.003351345541
792	0.003337490171
793	0.003329090024
794	0.003322608369
795	0.003320009903
796	0.003304253044
797	0.003301394183
798	0.00328746107
799	0.003276418993
